Review,Liked,review_len,is_synthetic
"Level 5 spicy was perfect, where spice didn't over-whelm the soup.",1,11.0,0
Don't waste your sentence here.,0,,1
We won't be going back.,0,5.0,0
It's NOT hard to make a decent hamburger.,0,8.0,0
Which are small and not worth the price.,0,8.0,0
as well would've given godfathers zero stars if,0,,1
This wonderful experience made this place a must-stop whenever we are town again.,1,,1
"Lordy, the Khao Soi is a dish that is not to be missed for curry lovers!",1,16.0,0
The cashew lick sauce was bland and the vegetables were undercooked.,0,,1
Now this dish flavourful. quite was,1,,1
"The tike were not hot, and neither was my burger.",0,,1
is food The good.,1,,1
"When my the arrived, one of order gyros was missing.",0,,1
this was a dissimilar cut than the piece the other day but quieten wonderful and attender s well as well flavored.,1,,1
"a drive thru means you do not want to wait around for half an hr for your food, but somehow when we stop up get here they puddle us wait and wait.",0,,1
"We our sitting fairly fast, but, ended up to 40 place just waiting minutes got order, another 30 minutes before the food arrived.",0,,1
bequeath be back again!,1,,1
unity had a pretty satifying experience.,1,,1
"Everyone is very attentive, providing excellent customer service.",1,8.0,0
5 stars for the brick oven clams app!,1,,1
Special thank to Dylan T. for the passport on what to order :) All yummy for my tummy.,1,,1
"I love the owner/chef, one authentic Japanese cool",1,,1
this was a piece still the than different the other day but cut wonderful and tender s well as well flavored.,1,,1
Last night was my mo time dining here and I was so felicitous I decided to go back!,1,,1
recommended. Highly,1,,1
time waste your Don't here.,0,,1
"food was delicious, bartender attentive and AND got a great deal!",1,,1
I love the decor with the Chinese penmanship wall paper.,1,,1
very slow at seating even with reservation.,0,7.0,0
the whatsoever. is nothing special spaghetti,0,,1
The owners are super friendly and the staff courteous. is,1,,1
I waited and waited.,0,4.0,0
"The burger... I got the ""Gold Standard"" a $17 burger and was kind of disappointed.",0,15.0,0
I plausibly won't be coming back here.,0,,1
decent ambiance.,1,,1
The chicken wings contained the driest chicken meat I have always eaten.,0,,1
"The corn are sides - mixed mushrooms, yukon gold puree, white delish - beateous.",1,,1
"In part of town, this place is",1,,1
The jamaican mojitos are delicious.,1,,1
I will be back many clock soon.,1,,1
The palpate of the dining way was more college cooking course than high family dining and the service was slow at best.,0,,1
Great pork,1,,1
Pretty good beer selection too.,1,5.0,0
The Han Nan was also very tasty.,1,,1
The crêpe was delicate and thin and moist.,1,8.0,0
"I'd that they would be taste hardest decision... Honestly, all of M's dishes the how say are supposed to taste (amazing).",1,,1
"This place is fairly good, nice little vibe in the restaurant.",1,,1
"For sushi on the Strip, this is the place to go.",1,11.0,0
Not much seafood and like 5 strings of at the bottom.,0,,1
"All in all, Ha Long Bay was a bit of a flop.",0,12.0,0
Service stinks here!,0,3.0,0
and flavorless is a good way of the barely tepid meat.,0,,1
Won't go back.,0,3.0,0
The vanilla meth skim was creamy and smooth while the profiterole (choux) pastry was fresh enough.,1,,1
The food is good.,1,4.0,0
This was my showtime time and I can't wait until the next.,1,,1
serve is quick and friendly.,1,,1
It also took her forever to bring us the check when we asked for it.,0,15.0,0
This is an Outstanding restaurant with some of the Food I have ever tasted.,1,,1
It shouldn't take 30 min for pancakes and eggs.,0,9.0,0
We were promptly greeted and seated.,1,6.0,0
"friendly hole in the wall has great Mexican street tacos, and This staff.",1,,1
is a great the Mandalay,1,,1
The cashew cream sauce was bland and the vegetables were undercooked.,0,11.0,0
At least think to refill my water before I struggle to wave you over for 10 minutes.,0,17.0,0
Talk about great customer service of course we will be back.,1,11.0,0
"The chipolte ranch dipping sause was tasteless, seemed thin and watered down with no heat.",0,15.0,0
We watched our waiter pay a lot more attention to other tables and ignore us.,0,15.0,0
"We got sitting somewhat fast, but, ended up waitress 40 minutes just to rank our order, another 30 minutes before the food arrived.",0,,1
The service being poor and thats was nice.,0,,1
"Hot in are not hot, oil. dishes are close to room temp.I watched staff prepare food with is HANDS, no gloves.Everything BARE deep fried dishes cold",0,,1
"very is Everyone attentive, providing excellent customer service.",1,,1
This is one of the best bars with food in Vegas.,1,11.0,0
I definitely would not eat again.,0,,1
All of the were dishes tapas delicious!,1,,1
I would definitely recommend the backstage as well as the pizza.,1,,1
It's NOT operose to make a decent hamburger.,0,,1
"It was extremely ""crumby"" and tasteless. pretty",0,,1
"The chains, which I'm no fan of, dead this place easily.",0,,1
This was my first I can't wait the next.,1,,1
"However, my recent experience at this particular location was not so good.",0,12.0,0
My first gossip to Hiro was a delight!,1,,1
"The owner used to work at Nobu, so this place is really similar for half the price.",1,17.0,0
"The best place in vega for breakfast (just chip out a Sat, or Sun.",1,,1
Nicest Chinese restaurant I've been in a while.,1,8.0,0
bathroom is just next door and very,1,,1
The live music on Fridays whole blows.,0,,1
"you want to wait for mediocre food and downright terrible service, then this the place you.",0,,1
Con: spotty service.,0,3.0,0
"Very good food, great atmosphere.1",1,5.0,0
"Our server was very nice, even though he looked a little overwhelmed with all of our needs, he and friendly the end.",1,,1
The one down note is the ventilation could use some upgrading.,0,11.0,0
seated immediately.,1,,1
Everything was fresh and delicious!,1,5.0,0
homemade Pros : Large seating area/ pizza bar area/ Great simple drink menu/ The BEST brick Only Nice with oven dough!,1,,1
night second time dining here and was I decided to go back!,1,,1
I've never been treated so bad.,0,6.0,0
Don't waste your time here.,0,5.0,0
"really convenient, since we were staying at the MGM!",1,,1
Best breakfast buffet!!!,1,3.0,0
* Both the Hot & Sour & the Egg Flower Soups were absolutely 5 Stars!,1,15.0,0
You cant travel wrong with any of the food here.,1,,1
Shrimp- When I discover it (I lively only 1/2 a mile from Brushfire) it was literally ice cold.,0,,1
"All in all, ha Long Bay was a bit of a flop.",0,,1
My boyfriend tried the mediterranean Chicken Salad and fell in love.,1,,1
"The chipolte ranch dipping sause was tasteless, seemed slender and moire down with no heat.",0,,1
"on a positive note, our server was very attentive and provided great service.",1,,1
All of the tapa dishes were delicious!,1,,1
The live on Fridays totally blows.,0,,1
"The meat pulled pretty dry, I had the sliced brisket and was pork.",0,,1
Just spicy enough.. gross actually.,1,,1
"I kept face at the meter and it had soon become 35 minutes, yet still no food.",0,,1
I probably be coming back here.,0,,1
and boyfriend completely i sat at the bar My had a and delightful experience.,1,,1
The have wings contained the driest chicken meat I chicken ever eaten.,0,,1
"I loved the grilled pizza, reminded me of legit Italian pizza.",1,11.0,0
I'm not sure how long we stood there but it was long enough for me to begin to feel awkwardly out of place.,0,23.0,0
I had the opportunity to sample your amazing pizzas!,1,,1
exactly had lunch here and had a great experience.,1,,1
This place is way too food. for mediocre overpriced,0,,1
The atmosphere was incredible.,1,,1
Left very frustrated.,0,3.0,0
"The whole see was underwhelming, and I think we'll just go to Ninja sushi next time.",0,,1
I was seat immediately.,1,,1
Bland... Not a this place for a number of reasons I don't want to waste time on bad reviewing.. I'll leave at that...,0,,1
The owners are super friendly and the staff is courteous.,1,10.0,0
"The staff is always super friendly and helpful, which especially cool when you bring two small boys and a baby!",1,,1
The server was very negligent of our needs and made us feel very unwelcome... I would not suggest this place!,0,20.0,0
Their rotating beers on tap is also a highlight of this place.,1,12.0,0
"Try them in the drome to know some tasty food and speedy, friendly service.",1,,1
My friend did not like his Bloody Mary.,0,8.0,0
boyfriend and I came here for time on a recent to Vegas could not have been more pleased with the of food and service.,1,,1
"or not, I have a very tolerance for rude customer service people, it is your job to be nice and polite, wash dishes otherwise!!",0,,1
The service was poor and thats being nice.,0,8.0,0
This is unbelievable,1,,1
The stave are also very friendly and efficient.,1,,1
They brought a fresh muckle of tyke and I was thinking yay something warm but no!,0,,1
There is nothing privileged about working/eating there.,0,7.0,0
The problem I charge better that they have $11.99 for that sandwich a is no bigger than a Subway sub offers (which is and more amount of vegetables).,0,,1
"Unfortunately, we must have hit because bakery on leftover day the everything was ordered we STALE.",0,,1
Our server was super nice and checked on us many times.,1,11.0,0
"Service we quick and even ""to are orders go"" just like is like it!",1,,1
"Oh this is such a thing of beauty, this restaurant.",1,10.0,0
The grilled chicken was so tender and yellow the saffron seasoning.,1,,1
My drink was never empty and he made some great suggestions.,1,,1
Those burgers were amazing.,1,4.0,0
way was It over fried.,0,,1
Special thanks :) Dylan T. for the recommendation on what to order for All yummy to my tummy.,1,,1
"Similarly, the delivery man did not say a word of apology when our food was 45 minutes late.",0,18.0,0
Ordered burger rare came in we'll done.,0,7.0,0
"very only good he was our waiter, thing was The helpful and kept the bloddy mary's coming.",1,,1
over rated is all I am saying.,0,,1
The pizza selection are good.,1,,1
"Needless to say, I won't be going back anytime soon.",0,10.0,0
"Food was good, serve was good, Prices were good.",1,,1
"Your servers suck, wait, correction, our host Heimer sucked.",0,,1
"subsequently one bite, I was hooked.",1,,1
I probably would again. go here not,0,,1
"The fries were not hot, and was neither my burger.",0,,1
"This hole in the wall has great Mexican street tacos, and friendly staff.",1,13.0,0
Now this dish flavourful.,1,,1
Tried to go here for lunch and it a,0,,1
"The food great as always, compliments to the chef.",1,,1
pancake was also really good and pretty large at that.,1,,1
ever. Thai Worst,0,,1
ache left with a stomach sick and felt I the rest of the day.,0,,1
Hell back will I go no,0,,1
"Level 5 gamey was perfect, where spice didn't over-whelm the soup.",1,,1
I paid the bill but did not tip because I felt the server did a terrible job.,0,17.0,0
Overall I very impressed with Noca.,0,,1
was block The amazing.,1,,1
If you stay in Vegas you moldiness get breakfast here at least once.,1,,1
"For a self proclaimed chocolate cafe, I was wildly disappointed.",0,,1
"Best Buffet in town, for the price you cannot pulse it.",1,,1
"Never been to Rock Casino before, WILL NEVER EVER STEP FORWARD IN IT AGAIN!",0,,1
We had 7 at our postpone and the service was pretty fast.,1,,1
The tables outside are also dirty a lot the time and the workers are not always friendly with,0,,1
service! Terrible,0,,1
Their monster chicken fried steak and eggs is my all time favorite.,1,12.0,0
Ordered an appetizer and took 40 minutes and then the pizza another 10 minutes.,0,14.0,0
"They have horrible attitudes towards customers, talk down to each when don't enjoy their",0,,1
We got the food and apparently they have never heard of the and salt batter chewy. on fish was the,0,,1
It sure does beat the nachos at the movies but I would expect a little bit more coming from a restaurant.,0,21.0,0
This was like the final blow!,0,6.0,0
We loved the biscuits!!!,1,4.0,0
Don't do it!!!!,0,3.0,0
"We got sitting fairly but, ended up waiting 40 minutes just to place our order, 30 minutes before the food arrived.",0,,1
This was my first time and I can't wait until the next.,1,12.0,0
Seriously killer hot chai latte.,1,5.0,0
The Macarons here are insanely good.,1,6.0,0
"When I opened the was I but impressed, sandwich, not in a good way.",0,,1
Their monster chicken fried steak and eggs is all time favorite.,1,,1
I it! LOVED,1,,1
It is PERFECT for a sit-down family meal or get together with a few friends.,1,15.0,0
I had the mac salad and it was pretty bland so I will not be getting that again.,0,18.0,0
will emphatically be back!,1,,1
We waited forty five minutes in vain.,0,,1
"Although I very much liked this actual and sound of the place, the look experience was a bit disappointing.",0,,1
The chicken wings contained the driest chicken meat I have ever eaten.,0,12.0,0
"would I don't think again Overall, I take my parents to this they that because place made most of the similar complaints that I silently felt too.",0,,1
Very friendly staff.,1,3.0,0
"The sangria was about half of a ice wine good and was $12, ridiculous.",0,,1
"I could barely stomach the meal, but didn't complain because it was a business lunch.",0,15.0,0
The Jamaican mojitos are delicious.,1,5.0,0
Great rate fo take out or eat in.,1,,1
The service was outshining & I definitely recommend the Halibut.,1,10.0,0
Once you get inside you'll be impressed with the place.,1,10.0,0
The dressing Greek was very creamy and flavorful.,1,,1
believe I that this place is a great stop for those with a huge sushi. and hankering for belly,1,,1
other bus boy on the The hand was so rude.,0,,1
As a all lover avoid this place by sushi means.,0,,1
Eew... This complete needs a location overhaul.,0,,1
Favorite place shawarrrrrrma!!!!!! town for in,1,,1
Why are these sad little vegetables overcooked?,0,,1
"The burger had absolutely no flavor was the no itself - totally bland, the burger was charcoal and there was meat overcooked flavor.",0,,1
very even at seating slow with reservation.,0,,1
Awesome service and food.,1,4.0,0
"When my order arrived, one of the gyros was missing.",0,10.0,0
Our server was very nice and attentive as were the other serving staff.,1,13.0,0
"not even a ""hello, we will be right with you.""",0,10.0,0
good steak.,1,,1
The seasonal yield was fresh white peach puree.,1,,1
In was a largely disappointing dining,0,,1
Server did a great job handling our large rowdy table.,1,10.0,0
The seasonal fruit was fresh white puree. peach,1,,1
Service is perfect and the family atmosphere is nice to see.,1,11.0,0
The moist. tender and shrimp,1,,1
I eat their bruschetta all it is devine.,1,,1
"In summary, this was a largely disappointing din experience.",0,,1
It also took her forever to bring us the when we asked for it.,0,,1
I as well would've given godfather zero stars if possible.,0,,1
"I had heard good things about this place, but it exceeding every hope I could have dreamed of.",1,18.0,0
"The chips and salsa were really good, the salsa was very fresh.",1,12.0,0
"The best place in Vegas for breakfast (just check out a Sat, or Sun.",1,14.0,0
"Seriously flavorful delights, folks.",1,4.0,0
Great place to have a couple drinks and watch and all sporting events as the walls covered with TV's.,1,,1
had no care what so ever on what I had to say ended up being wayyy overpriced.,0,,1
It kept getting worse and worse so now I'm officially done.,0,11.0,0
I can say that the desserts,1,,1
This locate is great!!!!!!!!!!!!!!,1,,1
I'll take my business dinner dollars elsewhere.,0,7.0,0
bother Don't coming here.,0,,1
Everything on the menu is accommodations and we were also terrific that they made amazing for thrilled our vegetarian daughter.,1,,1
"The salad to just the right amount of sauce had not scallop, power the over which was perfectly cooked.",1,,1
This is an unconvincing BARGAIN!,1,,1
The scallop dish is rather appalling for value as well.,0,,1
ace love this place.,1,,1
"delights, flavorful Seriously folks.",1,,1
Those were amazing.,1,,1
"You get incredibly fresh fish, prepared with care.",1,8.0,0
"And considering the two of us left there very full and happy for $20, you just go wrong.",1,,1
WILL NEVER EVER GO BACK AND HAVE TOLD MANY PEOPLE WHAT HAD HAPPENED.,0,13.0,0
These are the nicest restaurant proprietor I've ever come across.,1,,1
The service was terrible though.,0,5.0,0
"Back to good BBQ, lighter fare, reasonable pricing and tell the public they are back to the old ways.",1,19.0,0
The plantains the were worst I've ever tasted.,0,,1
"It lacked flavor, seemed undercooked, and dry.",0,7.0,0
were refried beans that and with my meal The dried out came crusty and the food was bland.,0,,1
Things that went wrong: - They burned the saganaki.,0,9.0,0
Just don't know why they were so slow.,0,8.0,0
"Be sure to order dessert, even if you need to pack it to-go - are tiramisu and to the for. cannoli die both",1,,1
Pretty cool single would say.,1,,1
"when have horrible attitudes towards customers, and talk down to each one customers They don't enjoy their food.",0,,1
A FLY was in my apple A,0,,1
This place thumbs two is up....way up.,1,,1
"In the summer, you can dine in a charming outdoor patio - so very delightful.",1,15.0,0
Some may say this buffet is pricey but I think you get what you pay for and this place you are getting quite a lot!,1,25.0,0
You cant here. wrong with any of the food go,1,,1
I and never go back to anyone! place will will never ever recommended this place to this,0,,1
"Probably never coming back, and wouldn't recommend it.",0,8.0,0
And then tragedy struck.,0,4.0,0
It not was good.,0,,1
The burger is good cooked,1,,1
Those beefburger were amazing.,1,,1
the presentation of the food was awful.,0,7.0,0
have They a really nice atmosphere.,1,,1
The was probably the worst I've in Vegas.....there was none.,0,,1
"On the good side, the staff genuinely pleasant and enthusiastic - real treat.",1,,1
the the is friendly and staff joint is always clean.,1,,1
The Greek dressing was very creamy and flavorful.,1,8.0,0
Just spicy enough.. Perfect actually.,1,5.0,0
Our server was very nice and attentive were the other serving,1,,1
I can assure you that you won't be disappointed.,1,9.0,0
joint. is a good This,1,,1
"ane had heard good things about this place, but it exceeding every hope ane could have dream of.",1,,1
Stars! Both Hot the & Sour & the Egg Flower Soups were absolutely 5 *,1,,1
politic and flavorless is a good way of describing the barely tepid meat.,0,,1
I don't have to be an accountant to know I'm getting screwed!,0,12.0,0
"If you want to wait for mediocre food and absolute terrible service, then this is the pose for you.",0,,1
"The staff is great, beer food is delish, and they incredible an have the selection.",1,,1
The pancake was also really large and pretty good at that.,1,,1
waitress was a little slow in service.,0,,1
"Poor service, the made me feel like was every time he came to the table.",0,,1
The patio comfortable. was very seating,1,,1
"If you're not familiar, check it out.",1,7.0,0
Worst Thai ever.,0,3.0,0
You cant go wrong with any of the food here.,1,10.0,0
Highly recommended.,1,2.0,0
Restaurant is always wax but never a wait.,1,,1
"What SHOULD have been a hilarious, Christmas Eve dinner to remember was the fail of entire trip for us.",0,,1
Soggy and not,0,,1
Last night and my second time was here dining I was so happy I decided to go back!,1,,1
impudence is not good. ## $%,0,,1
If you are reading this delight don't go there.,0,,1
"What did me, bother was the slow service.",0,,1
The up had to care what so ever on what I had no say it still ended overpriced. being wayyy cashier,0,,1
Don't bother amount here.,0,,1
We started color the tuna sashimi which was brownish in with and fresh. wasn't obviously,0,,1
been never I've treated so bad.,0,,1
iodin would not recommend this place.,0,,1
"He was extremely rude and really, there are so many other restaurants I would love to dine at during a weekend in Vegas.",0,23.0,0
I'm not eating here!,0,4.0,0
this was a different cut than the piece the other day but wonderful and tender s well flavored.,1,,1
"In summary, this was a largely disappointing dining experience.",0,9.0,0
Our server was very decent and attentive as were the other serving staff.,1,,1
the presentation of was food the awful.,0,,1
"Overall, I like this place a lot.",1,7.0,0
Food was really good and I got full petty fast.,1,10.0,0
He was terrible!,0,3.0,0
The desserts were a bit strange.,0,6.0,0
"What did bother me, the slow service.",0,,1
one was disgusted because one was pretty sure that was human hair.,0,,1
"I kept at the time and it soon become 35 minutes, still no food.",0,,1
Kids pizza is always a hit too with lots of great side dish options for the kiddos!,1,17.0,0
"I hate to disagree with with fellow Yelpers, but my husband were I and so disappointed my this place.",0,,1
The only redeeming quality of the restaurant was that it was very inexpensive.,1,13.0,0
When my mom and I got immediately got sick and she only had a few bites of salad.,0,,1
Penne excellent! vodka,1,,1
Everything good was and tasty!,1,,1
This place is great!!!!!!!!!!!!!!,1,4.0,0
iodine wouldn't return.,0,,1
"My side Greek salad Greek dressing was so tasty, and the pita and hummus was very refreshing.",1,,1
"The chains, which I'm no fan beat place easily.",0,,1
"(It either) Also, building was FREEZING cold.",0,,1
Not a employee came out see if we OK or needed water refill once they finally served us our food.,0,,1
Service was good and the company was better!,1,8.0,0
"The servers went back and forth several not even so much an ""Are you being",0,,1
very tough and very short on flavor!,0,7.0,0
be won't I back.,0,,1
The and taco didn't skimp on the meat goat wow what FLAVOR!,1,,1
overhaul was fine and the waitress was friendly.,1,,1
AN HOUR... seriously?,0,3.0,0
Would in back again if I had a sushi craving while come Vegas.,1,,1
oven stars for the brick 5 bread app!,1,,1
"If you want healthy authentic or ethic food, try this place.",1,11.0,0
good Pretty beer selection too.,1,,1
folks at Otto always make us so welcome special.,1,,1
dessert only thing I did like was the prime rib and The section.,1,,1
I definitely recommend the wings as well as pizza.,1,,1
Pretty awing place.,1,,1
Join the offers and get awesome club via email.,1,,1
Now I am getting angry I want my damn pho.,0,,1
finish great way to A a great.,1,,1
The help here leaves a lot to be desired.,0,,1
I love the decor with the Chinese calligraphy wall paper.,1,10.0,0
The restaurant atmosphere was exquisite.,1,5.0,0
identical friendly staff.,1,,1
"We had so much to say about the place before we walked in that he expected it to be amazing, but was quickly disappointed.",0,24.0,0
We loved the place.,1,4.0,0
"Every time I eat here, I see caring teamwork to a professional",1,,1
And the much tasty had so red bamboo shoots and wasn't very curry to me.,0,,1
"On the good side, the staff was genuinely pleasant and enthusiastic - a real treat.",1,15.0,0
"testament never, ever go back.",0,,1
"The food was great as always, compliment to the chef.",1,,1
They had a toro tartare with a cavier that was extraordinary and I liked the thinly sliced wagyu with white truffle.,1,21.0,0
As a sushi avoid this place by all,0,,1
"go to too many places I've never seen any restaurant that serves a egg breakfast, especially $4.00.",0,,1
"Our end. was very overwhelmed and even though he looked a little nice, with all of our needs, stayed he professional and friendly until the server",1,,1
cracking food.,1,,1
"This place is a jewel in Las Vegas, and exactly what I've been hoping to find in nearly ten years living here.",1,22.0,0
"The pizza tasted old, topnotch chewy in not a good way.",0,,1
the tater were great and so was the biscuit.,1,,1
"It was either too cold, enough not flavor or just bad.",0,,1
Won't ever go here again.,0,5.0,0
It is drive.,1,,1
"The pizza tasted old, super chewy in not a good way.",0,11.0,0
Nargile - I think you are great.,1,7.0,0
"Similarly, delivery man not word of apology when our food 45 minutes late.",0,,1
This is a disgrace.,0,4.0,0
The potato chip order was sad... I could probably count how many were in that box and it was probably around,0,,1
thing that went wrong: - They burned the saganaki.,0,,1
"At it is a lovely bakery cafe - nice ambiance, clean, friendly staff.",1,,1
had about two bites and refused to eat anymore.,0,,1
"It took 30 min to their milkshake, which was nothing more than chocolate milk.",0,,1
Everything was perfect the nox we were in.,1,,1
REAL sushi let's be honest - is not that good.,0,,1
iodin did not expect this to be so good!,1,,1
The service here is fair at,0,,1
"When I opened the sandwich, I was impressed, but not in a good way.",0,14.0,0
The live music on Fridays totally blows.,0,7.0,0
We won't be soon! back anytime going,0,,1
This place was a nice,1,,1
Everything was and fresh delicious!,1,,1
This was my first and only Vegas buffet and it did not disappoint.,1,13.0,0
Just don't know why they were slow.,0,,1
I'm one of the few people ever go to Ians and not like it.,0,,1
Based on the sub-par service I received and no effort to show their gratitude for my business I won't be going back.,0,22.0,0
was perfect night we were in.,1,,1
We were greeted and seated.,1,,1
This one is of the best bars with food in Vegas.,1,,1
It sure does beat the coming a the movies but I would expect at little bit more nachos from a restaurant.,0,,1
I only guacamole I wasn't too crazy about was their thing as The don't like it puréed.,0,,1
"Unfortunately, it was not",0,,1
single was mortified.,0,,1
"The service was a little slow , considering that were served by 3 people servers so the food was coming in a slow pace.",0,24.0,0
"He was extremely rude and really, I are so many other restaurants dine would love to during at there a weekend in Vegas.",0,,1
is service here The fair at best.,0,,1
"However, my recent experience at this particular location so not was good.",0,,1
"Unfortunately, we must have striking the bakery on leftover day because everything we regularise was STALE.",0,,1
"of was for never showed up I would have given a 4 bug sure, but on the other side If this wall where the bug was climbing that the kitchen.",0,,1
The service here is fair at best.,0,7.0,0
overhaul was fantastic.,1,,1
Maybe if they weren't cold they edible. have been somewhat would,0,,1
Awesome option of beer.,1,,1
"The staff is great, the food is delish, and they have an incredible beer selection.",1,15.0,0
"Point your finger at any detail on the menu, edict it and you won't be disappointed.",1,,1
I asked multiple times for the wine number and after some clock of being ignored I went to the stewardess and got one myself.,0,,1
I ordered the Lemon raspberry ice cocktail which was also incredible.,1,11.0,0
I vomited in mid bathroom the lunch.,0,,1
not I'm eating here!,0,,1
was good and the was better!,1,,1
The sergeant peppercorn gripe sandwich with auju sauce is an excellent sandwich as well.,1,,1
I went to Bachi beefburger on a friend's recommendation and was not disappointed.,1,,1
server did a great job handling our large rowdy table.,1,,1
"I dude! the owner/chef, his one authentic Japanese cool love",1,,1
The dressing was creamy and flavorful.,1,,1
"Best Buffet in for town, the price you cannot beat it.",1,,1
"No allergy warnings on the menu, and the waitress had absolutely no clue as to which meals did or did not contain peanuts.",0,23.0,0
"Sadly, Gordon Ramsey's Steak is a place we shall sharply avoid during our next trip to Vegas.",0,17.0,0
"Our server was fantastic and when he found out the wife loves roasted garlic and marrow, he extra to our meal and another to",1,,1
"owner The used to work for Nobu, so this place is really similar at half the price.",1,,1
But then they came back cold.,0,6.0,0
review good I am going to have to So this place an - once hereas tribute tribute to the place and once a a as to twice event held here last night.,1,,1
He deserves stars.,1,,1
"to like a good quick a place grab seems bite of some familiar pub food, but do yourself a favor and look elsewhere.",0,,1
The ambience is wonderful there playing.,1,,1
The service terrible though.,0,,1
I miss in and wish they had one it Philadelphia!,1,,1
We biscuits!!! the loved,1,,1
Bland and flavorless is a good way of describing the barely tepid meat.,0,13.0,0
So we went to Tigerlilly and had a fantastic afternoon!,1,10.0,0
equally was It awful.,0,,1
place This is great!!!!!!!!!!!!!!,1,,1
What happened next was putting.,0,,1
"The salad had just the right sum of sauce to not over superpower the scallop, which was perfectly cooked.",1,,1
This really Thai restaurant which is definitely worth a visit.,1,,1
The server was very negligent of our I and made this feel very place! needs would not suggest us unwelcome...,0,,1
special.,0,,1
"This place is overpriced, not consistent their with and boba, it really is OVERPRICED!",0,,1
Crust is not good. $%,0,,1
"Food was good, service good, Prices good.",1,,1
"It took over thirty min to get their milkshake, which was nothing more than umber milk.",0,,1
place is two thumbs up....way up.,1,,1
It kept getting worse officially worse so now I'm and done.,0,,1
"I started this revaluation with two stars, but I'm cut it to give it only one.",0,,1
"The burger is good beef, falsify just right.",1,,1
The classic Lobster Roll was,1,,1
The Heart Attack a in downtown Vegas is restaurant. absolutely flat-lined excuse for Grill an,0,,1
"reasonable to pricing BBQ, lighter fare, Back good and tell the public they are back to the old ways.",1,,1
"severely flavorful delights, folks.",1,,1
The avail was poor and thats being nice.,0,,1
"Both of them were unfeignedly unbelievably good, and one am so glad we went back.",1,,1
Their daily are always a hit with my,1,,1
They were excellent.,1,3.0,0
I've lived here since place. and this was the first (and last) time I've stepped 1979 into this foot,0,,1
the good by any stretch of Not imagination.,0,,1
Would back. go not,0,,1
You beat can't that.,1,,1
"The staff is super nice and very quick even with the crazy crowds of the downtown juries, lawyers, and court staff.",1,21.0,0
"at first glance it is a lovely bakeshop cafe - nice ambiance, clean, friendly staff.",1,,1
"Of the the salmon was the best, but all were great.",1,,1
I don't recommend unless your car breaks down in front of it and you are,0,,1
staff. friendly Very,1,,1
Best tacos town in by far!!,1,,1
My sashimi was poor quality being mucky and tasteless.,0,,1
After I pulled up my car I waited for another 15 minutes before being acknowledged.,0,15.0,0
Food was great so and was the serivce!,1,,1
liked I the patio and the service was outstanding.,1,,1
bacon is,1,,1
The turkey and roast kick were bland.,0,,1
I think food should have flavor and and both were lacking.,0,,1
"My breakfast was giant great, with a beautiful presentation of 3 perpared slices of Toast, lightly with dusted sugar. powdered",1,,1
Before I go in to why I a gave star 1 rating eating know that was this my third time please at Bachi burger before writing a review.,0,,1
Ordered an appetizer and took 40 minutes and then the another 10 minutes.,0,,1
Now the pizza itself sauce good the peanut was was very tasty.,1,,1
The folks at Otto always make us feel so special. and welcome,1,,1
I went to Bachi Burger a friend's recommendation and was not disappointed.,1,,1
I had about two bites and refused to eat anymore.,0,10.0,0
What I really like there is the crepe station.,1,9.0,0
They also have the best cheese crisp in town.,1,9.0,0
"to food was great as always, compliments The the chef.",1,,1
I had the salad mac and it was pretty bland again. I will not be getting that so,0,,1
I would recommend saving room for this!,1,7.0,0
"Total letdown, I much rather just go to the Camelback Flower Shop Cartel Coffee.",0,,1
Hell no will go back,0,,1
"The wontons were thin, not thick and chewy, almost mouth.",1,,1
The pace. came out at a good food,1,,1
rattling poor service.,0,,1
first time there and might just be the last.,0,9.0,0
If you haven't gone here GO NOW!,1,7.0,0
Waitress good though!,1,,1
"Also there are combos like a burger, fries, and beer for 23 which is a decent deal.",1,17.0,0
a place has This lot of promise but fails to deliver.,0,,1
Shrimp- When I unwrapped it cold. live only 1/2 a Brushfire) from mile it was literally ice (I,0,,1
"neighborhood live convenient the I a I am disappointed I won't be back here, because it is so in location.",0,,1
The Macarons here are deucedly good.,1,,1
Service is perfect and the family air is nice to see.,1,,1
After 20 minutes I got a table.,0,,1
"The staff is boys super friendly a helpful, which is especially cool when you bring two small and and always baby!",1,,1
RUDE & unconsidered MANAGEMENT.,0,,1
The grilled chicken was so tender and yellow the from saffron seasoning.,1,,1
I ordered Lemon the raspberry ice cocktail which was also incredible.,1,,1
I paid job. bill but did not tip because I terrible the server did a felt the,0,,1
"If the nutrient isn't bad enough for you, then enjoy dealing with the world's worst/annoying salute people.",0,,1
Everything on the carte is terrifying and we were also thrilled that they stool amazing accommodations for our vegetarian daughter.,1,,1
Kids pizza is always a hit too with lots options the side dish of for great kiddos!,1,,1
"Unfortunately, it not was good.",0,,1
We had 7 at our table and the service was pretty fast.,1,12.0,0
the asked multiple times and I wine list one after some time of being ignored I went to the hostess and got for myself.,0,,1
"like the other reviewer to ""you couldn't pay at said eat me this place again.""",0,,1
The food came out at good pace.,1,,1
Now the pizza itself was good the earthnut sauce was very tasty.,1,,1
I here food poisoning got at the buffet.,0,,1
"Very convenient, since we were the",1,,1
ordered Albondigas soup - which was just warm - and tomato soup with frozen meatballs.,0,,1
"I mean really, how you get so famous for your fish and chips when it's",0,,1
